,state,county,poverty_percent_16,median_household_income_16
2565,TN,Wayne County,20.9,"37,672"
2566,TN,Weakley County,20.8,"38,214"
2567,TN,White County,17.7,"39,818"
2568,TN,Williamson County,5.2,"107,942"
2569,TN,Wilson County,8.1,"70,955"
2570,TX,Texas,15.6,"56,583"
2571,TX,Anderson County,20.5,"43,967"
2572,TX,Andrews County,11.7,"60,644"
2573,TX,Angelina County,19.0,"43,658"
2574,TX,Aransas County,18.8,"44,866"
2575,TX,Archer County,10.5,"58,928"
2576,TX,Armstrong County,10.8,"54,868"
2577,TX,Atascosa County,16.3,"53,622"
2578,TX,Austin County,14.3,"55,973"
2579,TX,Bailey County,16.6,"40,536"
2580,TX,Bandera County,14.6,"55,885"
2581,TX,Bastrop County,13.2,"56,449"
2582,TX,Baylor County,17.6,"36,616"
2583,TX,Bee County,27.0,"40,753"
2584,TX,Bell County,12.9,"51,993"
2585,TX,Bexar County,16.3,"53,170"
2586,TX,Blanco County,10.7,"57,634"
2587,TX,Borden County,10.6,"60,306"
2588,TX,Bosque County,15.8,"47,636"
2589,TX,Bowie County,19.3,"45,455"
2590,TX,Brazoria County,9.9,"74,510"
2591,TX,Brazos County,24.9,"42,279"
2592,TX,Brewster County,14.9,"43,055"
2593,TX,Briscoe County,15.4,"43,376"
2594,TX,Brooks County,32.2,"27,703"
2595,TX,Brown County,17.1,"43,770"
2596,TX,Burleson County,14.4,"48,533"
2597,TX,Burnet County,11.5,"55,919"
2598,TX,Caldwell County,16.6,"49,598"
2599,TX,Calhoun County,15.7,"52,916"
2600,TX,Callahan County,14.9,"45,727"
2601,TX,Cameron County,29.1,"36,587"
2602,TX,Camp County,19.2,"41,937"
2603,TX,Carson County,8.6,"62,573"
2604,TX,Cass County,17.4,"40,597"
2605,TX,Castro County,18.1,"45,229"
2606,TX,Chambers County,9.2,"80,279"
2607,TX,Cherokee County,19.4,"39,407"
2608,TX,Childress County,21.5,"39,140"
2609,TX,Clay County,13.3,"49,171"
2610,TX,Cochran County,23.5,"39,900"
2611,TX,Coke County,15.6,"41,529"
2612,TX,Coleman County,20.1,"42,258"
2613,TX,Collin County,6.3,"90,382"
2614,TX,Collingsworth County,19.7,"37,389"
2615,TX,Colorado County,14.5,"48,161"
2616,TX,Comal County,8.6,"76,296"
2617,TX,Comanche County,17.1,"40,052"
2618,TX,Concho County,25.8,"39,622"
2619,TX,Cooke County,13.8,"59,243"
2620,TX,Coryell County,14.2,"50,122"
2621,TX,Cottle County,21.4,"34,605"
2622,TX,Crane County,10.3,"57,408"
2623,TX,Crockett County,16.9,"46,556"
2624,TX,Crosby County,24.1,"35,136"
2625,TX,Culberson County,23.6,"36,663"
2626,TX,Dallam County,11.3,"48,470"
2627,TX,Dallas County,16.3,"54,429"
2628,TX,Dawson County,21.4,"41,073"
2629,TX,Deaf Smith County,17.1,"43,944"
2630,TX,Delta County,18.5,"41,266"
2631,TX,Denton County,8.2,"80,841"
2632,TX,DeWitt County,18.2,"46,915"
2633,TX,Dickens County,21.8,"38,239"
2634,TX,Dimmit County,27.6,"38,275"
2635,TX,Donley County,18.6,"38,777"
2636,TX,Duval County,26.3,"34,777"
2637,TX,Eastland County,20.0,"37,789"
2638,TX,Ector County,13.9,"53,474"
2639,TX,Edwards County,23.3,"36,539"
2640,TX,Ellis County,9.7,"69,448"
2641,TX,El Paso County,22.7,"42,048"
2642,TX,Erath County,19.5,"43,787"
2643,TX,Falls County,25.6,"38,559"
2644,TX,Fannin County,16.1,"46,347"
2645,TX,Fayette County,11.1,"53,776"
2646,TX,Fisher County,15.6,"46,247"
2647,TX,Floyd County,22.8,"40,536"
2648,TX,Foard County,18.0,"36,056"
2649,TX,Fort Bend County,8.3,"90,972"
2650,TX,Franklin County,15.8,"44,202"
2651,TX,Freestone County,19.1,"45,681"
2652,TX,Frio County,25.8,"39,193"
2653,TX,Gaines County,14.6,"51,910"
2654,TX,Galveston County,12.9,"64,155"
2655,TX,Garza County,30.0,"44,210"
2656,TX,Gillespie County,9.8,"58,787"
2657,TX,Glasscock County,8.7,"71,360"
2658,TX,Goliad County,14.3,"55,264"
2659,TX,Gonzales County,17.1,"45,491"
2660,TX,Gray County,19.4,"47,828"
2661,TX,Grayson County,13.2,"51,808"
2662,TX,Gregg County,17.4,"45,594"
2663,TX,Grimes County,16.7,"50,891"
2664,TX,Guadalupe County,9.8,"67,683"
2665,TX,Hale County,21.6,"40,152"
2666,TX,Hall County,25.8,"30,971"
2667,TX,Hamilton County,15.1,"45,718"
2668,TX,Hansford County,13.4,"57,832"
2669,TX,Hardeman County,17.8,"35,521"
2670,TX,Hardin County,10.8,"60,692"
2671,TX,Harris County,16.6,"56,415"
2672,TX,Harrison County,17.4,"47,181"
2673,TX,Hartley County,9.6,"70,121"
2674,TX,Haskell County,24.5,"34,653"
2675,TX,Hays County,12.4,"64,864"
2676,TX,Hemphill County,10.0,"74,856"
2677,TX,Henderson County,16.8,"43,425"
2678,TX,Hidalgo County,31.2,"35,928"
2679,TX,Hill County,16.2,"47,338"
2680,TX,Hockley County,17.1,"46,856"
2681,TX,Hood County,10.3,"57,346"
2682,TX,Hopkins County,15.3,"46,582"
2683,TX,Houston County,22.1,"34,587"
2684,TX,Howard County,17.9,"51,863"
2685,TX,Hudspeth County,21.4,"35,252"
2686,TX,Hunt County,16.3,"51,827"
2687,TX,Hutchinson County,13.1,"53,936"
2688,TX,Irion County,8.0,"67,249"
2689,TX,Jack County,17.2,"46,975"
2690,TX,Jackson County,13.5,"53,143"
2691,TX,Jasper County,19.2,"44,909"
2692,TX,Jeff Davis County,13.0,"46,688"
2693,TX,Jefferson County,20.1,"46,198"
2694,TX,Jim Hogg County,27.9,"33,784"
2695,TX,Jim Wells County,23.2,"40,056"
2696,TX,Johnson County,11.3,"59,809"
2697,TX,Jones County,21.3,"40,931"
2698,TX,Karnes County,21.8,"47,608"
2699,TX,Kaufman County,11.4,"62,363"
2700,TX,Kendall County,7.4,"83,805"
2701,TX,Kenedy County,16.2,"38,718"
2702,TX,Kent County,11.5,"45,123"
2703,TX,Kerr County,14.8,"50,461"
2704,TX,Kimble County,19.4,"40,118"
2705,TX,King County,10.7,"59,142"
2706,TX,Kinney County,20.0,"40,612"
2707,TX,Kleberg County,22.9,"44,106"
2708,TX,Knox County,21.1,"37,586"
2709,TX,Lamar County,19.9,"41,887"
2710,TX,Lamb County,21.5,"37,846"
2711,TX,Lampasas County,13.6,"52,637"
2712,TX,La Salle County,26.2,"39,926"
2713,TX,Lavaca County,12.5,"48,975"
2714,TX,Lee County,12.7,"51,768"
2715,TX,Leon County,18.0,"44,891"
2716,TX,Liberty County,15.9,"48,592"
2717,TX,Limestone County,21.1,"39,382"
2718,TX,Lipscomb County,12.4,"54,180"
2719,TX,Live Oak County,17.2,"51,953"
2720,TX,Llano County,13.4,"48,135"
2721,TX,Loving County,13.3,"64,179"
2722,TX,Lubbock County,18.9,"48,587"
2723,TX,Lynn County,17.9,"39,869"
2724,TX,McCulloch County,18.4,"40,125"
2725,TX,McLennan County,18.5,"46,662"
2726,TX,McMullen County,12.0,"67,249"
2727,TX,Madison County,17.3,"42,429"
2728,TX,Marion County,22.6,"34,919"
2729,TX,Martin County,13.0,"58,760"
2730,TX,Mason County,13.2,"44,818"
2731,TX,Matagorda County,17.4,"46,324"
2732,TX,Maverick County,24.3,"35,654"
2733,TX,Medina County,14.4,"51,304"
2734,TX,Menard County,21.4,"34,839"
2735,TX,Midland County,9.7,"68,729"
2736,TX,Milam County,16.3,"42,302"
2737,TX,Mills County,15.8,"43,540"
2738,TX,Mitchell County,21.6,"41,262"
2739,TX,Montague County,16.5,"46,237"
2740,TX,Montgomery County,10.9,"72,506"
2741,TX,Moore County,11.8,"52,344"
2742,TX,Morris County,20.0,"38,255"
2743,TX,Motley County,18.2,"37,464"
2744,TX,Nacogdoches County,25.4,"38,099"
2745,TX,Navarro County,17.8,"44,111"
2746,TX,Newton County,22.8,"41,388"
2747,TX,Nolan County,18.4,"40,969"
2748,TX,Nueces County,15.1,"53,562"
2749,TX,Ochiltree County,11.4,"61,194"
2750,TX,Oldham County,14.3,"54,212"
2751,TX,Orange County,14.0,"53,611"
2752,TX,Palo Pinto County,16.4,"43,589"
2753,TX,Panola County,15.6,"47,780"
2754,TX,Parker County,9.3,"67,735"
2755,TX,Parmer County,15.5,"48,344"
2756,TX,Pecos County,17.1,"45,414"
2757,TX,Polk County,20.3,"43,014"
2758,TX,Potter County,22.0,"41,563"
2759,TX,Presidio County,24.1,"32,742"
2760,TX,Rains County,14.8,"47,354"
2761,TX,Randall County,9.1,"65,795"
2762,TX,Reagan County,11.8,"67,308"
2763,TX,Real County,18.4,"36,744"
2764,TX,Red River County,17.1,"36,352"
2765,TX,Reeves County,25.0,"40,092"
2766,TX,Refugio County,15.7,"45,366"
2767,TX,Roberts County,6.6,"75,816"
2768,TX,Robertson County,18.7,"42,680"
2769,TX,Rockwall County,5.2,"97,484"
2770,TX,Runnels County,17.2,"40,112"
2771,TX,Rusk County,15.6,"46,421"
2772,TX,Sabine County,17.5,"38,451"
2773,TX,San Augustine County,23.8,"36,426"
2774,TX,San Jacinto County,17.7,"45,794"
2775,TX,San Patricio County,15.8,"51,667"
2776,TX,San Saba County,20.1,"39,995"
2777,TX,Schleicher County,16.6,"47,258"
2778,TX,Scurry County,15.2,"50,316"
2779,TX,Shackelford County,14.8,"55,403"
2780,TX,Shelby County,21.1,"37,410"
2781,TX,Sherman County,13.1,"55,761"
2782,TX,Smith County,15.7,"52,520"
2783,TX,Somervell County,10.8,"56,944"
2784,TX,Starr County,39.9,"26,691"
2785,TX,Stephens County,21.4,"42,831"
2786,TX,Sterling County,12.7,"60,577"
2787,TX,Stonewall County,15.6,"44,225"
2788,TX,Sutton County,14.1,"54,760"
2789,TX,Swisher County,22.2,"38,790"
2790,TX,Tarrant County,13.6,"61,553"
2791,TX,Taylor County,16.8,"48,215"
2792,TX,Terrell County,18.7,"41,114"
2793,TX,Terry County,21.8,"38,910"
2794,TX,Throckmorton County,14.9,"42,876"
2795,TX,Titus County,14.9,"45,324"
2796,TX,Tom Green County,13.4,"48,221"
2797,TX,Travis County,12.2,"70,068"
2798,TX,Trinity County,20.1,"38,973"
2799,TX,Tyler County,18.4,"43,617"
2800,TX,Upshur County,15.4,"49,015"
2801,TX,Upton County,13.6,"56,335"
2802,TX,Uvalde County,25.3,"36,913"
2803,TX,Val Verde County,20.7,"42,104"
2804,TX,Van Zandt County,14.8,"49,751"
2805,TX,Victoria County,14.2,"53,659"
2806,TX,Walker County,22.3,"42,709"
2807,TX,Waller County,16.5,"56,407"
2808,TX,Ward County,12.8,"63,809"
2809,TX,Washington County,14.1,"53,157"
2810,TX,Webb County,31.8,"36,718"
2811,TX,Wharton County,17.4,"46,097"
2812,TX,Wheeler County,13.4,"47,476"
2813,TX,Wichita County,16.8,"45,071"
2814,TX,Wilbarger County,15.8,"40,955"
2815,TX,Willacy County,38.3,"31,225"
2816,TX,Williamson County,5.8,"82,370"
2817,TX,Wilson County,10.4,"66,045"
2818,TX,Winkler County,15.0,"53,312"
2819,TX,Wise County,12.0,"57,609"
2820,TX,Wood County,13.2,"47,260"
2821,TX,Yoakum County,12.2,"57,114"
2822,TX,Young County,14.6,"52,133"
2823,TX,Zapata County,29.1,"34,136"
2824,TX,Zavala County,34.4,"25,507"
2825,UT,Utah,10.2,"65,931"
2826,UT,Beaver County,8.9,"49,843"
2827,UT,Box Elder County,9.5,"57,875"
2828,UT,Cache County,12.8,"57,422"
2829,UT,Carbon County,15.2,"49,743"
2830,UT,Daggett County,8.2,"54,784"
2831,UT,Davis County,6.3,"77,095"
2832,UT,Duchesne County,13.8,"56,408"
2833,UT,Emery County,12.4,"54,569"
2834,UT,Garfield County,10.9,"47,901"
2835,UT,Grand County,12.7,"55,916"
2836,UT,Iron County,18.4,"45,581"
2837,UT,Juab County,10.6,"57,820"
2838,UT,Kane County,10.6,"48,697"
2839,UT,Millard County,11.2,"55,656"
2840,UT,Morgan County,4.3,"85,681"
2841,UT,Piute County,17.7,"39,659"
2842,UT,Rich County,9.3,"60,008"
2843,UT,Salt Lake County,9.4,"68,404"
2844,UT,San Juan County,31.0,"42,747"
2845,UT,Sanpete County,16.8,"47,768"
2846,UT,Sevier County,13.8,"50,909"
2847,UT,Summit County,6.0,"94,540"
2848,UT,Tooele County,8.1,"64,675"
2849,UT,Uintah County,11.4,"64,184"
2850,UT,Utah County,11.4,"69,568"
2851,UT,Wasatch County,5.5,"73,077"
2852,UT,Washington County,12.5,"54,876"
2853,UT,Wayne County,14.8,"43,080"
2854,UT,Weber County,10.8,"62,768"
2855,VT,Vermont,11.3,"57,661"
2856,VT,Addison County,9.7,"59,731"
2857,VT,Bennington County,13.9,"51,989"
2858,VT,Caledonia County,13.5,"48,747"
2859,VT,Chittenden County,9.6,"67,833"
2860,VT,Essex County,15.7,"40,813"
2861,VT,Franklin County,10.5,"59,418"
2862,VT,Grand Isle County,8.8,"65,601"
2863,VT,Lamoille County,12.1,"56,207"
2864,VT,Orange County,10.6,"54,272"
2865,VT,Orleans County,15.5,"43,107"
2866,VT,Rutland County,13.3,"50,569"
2867,VT,Washington County,10.8,"55,803"
2868,VT,Windham County,12.7,"47,074"
2869,VT,Windsor County,10.0,"58,123"
2870,VA,Virginia,11.0,"68,127"
2871,VA,Accomack County,20.0,"39,040"
2872,VA,Albemarle County,8.5,"73,132"
2873,VA,Alleghany County,14.9,"47,037"
2874,VA,Amelia County,10.4,"56,172"
2875,VA,Amherst County,14.3,"46,497"
2876,VA,Appomattox County,13.9,"51,431"
2877,VA,Arlington County,7.5,"108,635"
2878,VA,Augusta County,9.2,"56,784"
2879,VA,Bath County,11.7,"47,059"
2880,VA,Bedford County,9.6,"55,708"
2881,VA,Bland County,13.8,"44,827"
2882,VA,Botetourt County,7.8,"68,390"
2883,VA,Brunswick County,22.8,"39,433"
2884,VA,Buchanan County,25.1,"31,763"
2885,VA,Buckingham County,17.6,"42,455"
2886,VA,Campbell County,13.3,"49,935"
2887,VA,Caroline County,9.9,"55,423"
2888,VA,Carroll County,16.3,"40,390"
2889,VA,Charles City County,12.4,"56,907"
2890,VA,Charlotte County,20.8,"38,557"
2891,VA,Chesterfield County,7.0,"76,260"
2892,VA,Clarke County,7.9,"76,753"
2893,VA,Craig County,12.6,"48,221"
2894,VA,Culpeper County,9.8,"67,023"
2895,VA,Cumberland County,18.2,"42,692"
2896,VA,Dickenson County,25.6,"32,795"
2897,VA,Dinwiddie County,13.0,"54,805"
2898,VA,Essex County,13.1,"50,033"
2899,VA,Fairfax County,6.0,"115,518"
2900,VA,Fauquier County,5.8,"91,372"
2901,VA,Floyd County,13.7,"42,670"
2902,VA,Fluvanna County,7.5,"70,005"
2903,VA,Franklin County,13.2,"52,424"
2904,VA,Frederick County,6.8,"69,346"
2905,VA,Giles County,12.2,"51,780"
2906,VA,Gloucester County,9.4,"64,296"
2907,VA,Goochland County,6.4,"88,815"
2908,VA,Grayson County,17.4,"36,113"
2909,VA,Greene County,8.4,"66,170"
2910,VA,Greensville County,25.4,"41,539"
2911,VA,Halifax County,18.7,"39,859"
2912,VA,Hanover County,5.8,"83,405"
2913,VA,Henrico County,9.2,"66,524"
2914,VA,Henry County,18.4,"36,703"
2915,VA,Highland County,13.3,"42,837"
2916,VA,Isle of Wight County,9.5,"70,982"
2917,VA,James City County,6.5,"84,035"
2918,VA,King and Queen County,13.4,"52,115"
2919,VA,King George County,6.8,"80,664"
2920,VA,King William County,7.7,"68,053"
2921,VA,Lancaster County,14.0,"44,941"
2922,VA,Lee County,29.9,"32,466"
2923,VA,Loudoun County,3.5,"134,609"
2924,VA,Louisa County,12.2,"52,671"
2925,VA,Lunenburg County,19.8,"38,313"
2926,VA,Madison County,11.2,"56,774"
2927,VA,Mathews County,10.1,"59,439"
2928,VA,Mecklenburg County,15.9,"45,827"
2929,VA,Middlesex County,14.2,"49,840"
2930,VA,Montgomery County,20.3,"51,428"
2931,VA,Nelson County,12.6,"54,188"
2932,VA,New Kent County,5.9,"84,486"
2933,VA,Northampton County,20.3,"39,348"
2934,VA,Northumberland County,13.4,"52,957"
2935,VA,Nottoway County,22.9,"40,514"
2936,VA,Orange County,9.2,"64,656"
2937,VA,Page County,16.4,"45,834"
2938,VA,Patrick County,17.9,"38,539"
2939,VA,Pittsylvania County,13.6,"46,192"
2940,VA,Powhatan County,6.6,"78,047"
2941,VA,Prince Edward County,22.6,"41,072"
2942,VA,Prince George County,9.5,"66,775"
2943,VA,Prince William County,7.4,"97,549"
2944,VA,Pulaski County,14.4,"49,554"
2945,VA,Rappahannock County,9.9,"65,278"
2946,VA,Richmond County,19.3,"45,403"
2947,VA,Roanoke County,7.4,"62,306"
2948,VA,Rockbridge County,12.3,"50,570"
2949,VA,Rockingham County,9.7,"57,655"
2950,VA,Russell County,16.9,"39,003"
2951,VA,Scott County,19.5,"38,612"
2952,VA,Shenandoah County,10.8,"53,810"
2953,VA,Smyth County,18.1,"40,140"
2954,VA,Southampton County,15.6,"49,595"
2955,VA,Spotsylvania County,7.4,"81,065"
2956,VA,Stafford County,5.7,"97,607"
2957,VA,Surry County,13.4,"51,810"
2958,VA,Sussex County,23.1,"41,790"
2959,VA,Tazewell County,18.0,"38,992"
2960,VA,Warren County,10.3,"65,434"
2961,VA,Washington County,14.7,"44,785"
2962,VA,Westmoreland County,14.8,"48,983"
2963,VA,Wise County,23.5,"33,810"
2964,VA,Wythe County,14.4,"47,676"
2965,VA,York County,5.1,"87,910"
2966,VA,Alexandria city,10.5,"87,822"
2967,VA,Bristol city,23.6,"33,659"
2968,VA,Buena Vista city,16.2,"38,991"
2969,VA,Charlottesville city,22.8,"47,977"
2970,VA,Chesapeake city,8.6,"71,998"
2971,VA,Colonial Heights city,10.4,"52,673"
2972,VA,Covington city,15.9,"37,904"
2973,VA,Danville city,22.3,"35,220"
2974,VA,Emporia city,23.2,"33,499"
2975,VA,Fairfax city,6.8,"94,701"
2976,VA,Falls Church city,3.6,"118,035"
2977,VA,Franklin city,18.2,"40,247"
2978,VA,Fredericksburg city,14.6,"53,714"
2979,VA,Galax city,20.5,"35,221"
2980,VA,Hampton city,16.4,"50,294"
2981,VA,Harrisonburg city,28.4,"41,636"
2982,VA,Hopewell city,20.7,"40,126"
2983,VA,Lexington city,22.2,"45,331"
2984,VA,Lynchburg city,17.8,"41,586"
2985,VA,Manassas city,9.7,"72,396"
2986,VA,Manassas Park city,7.8,"75,994"
2987,VA,Martinsville city,23.2,"34,262"
2988,VA,Newport News city,14.7,"50,149"
2989,VA,Norfolk city,21.3,"45,809"
2990,VA,Norton city,23.0,"30,587"
2991,VA,Petersburg city,25.2,"34,238"
2992,VA,Poquoson city,5.4,"90,119"
2993,VA,Portsmouth city,18.2,"46,617"
2994,VA,Radford city,27.2,"35,655"
2995,VA,Richmond city,26.2,"42,336"
2996,VA,Roanoke city,22.3,"38,238"
2997,VA,Salem city,9.2,"57,897"
2998,VA,Staunton city,12.8,"46,237"
2999,VA,Suffolk city,11.7,"65,025"
3000,VA,Virginia Beach city,8.3,"70,596"
3001,VA,Waynesboro city,14.6,"41,255"
3002,VA,Williamsburg city,21.1,"49,231"
3003,VA,Winchester city,15.0,"46,093"
3004,WA,Washington,11.3,"67,064"
3005,WA,Adams County,19.5,"48,698"
3006,WA,Asotin County,14.6,"46,121"
3007,WA,Benton County,10.5,"63,474"
3008,WA,Chelan County,11.5,"51,930"
3009,WA,Clallam County,15.3,"49,502"
3010,WA,Clark County,9.0,"68,937"
3011,WA,Columbia County,14.0,"47,894"
3012,WA,Cowlitz County,16.3,"51,772"
3013,WA,Douglas County,12.8,"52,363"
3014,WA,Ferry County,21.3,"40,581"
3015,WA,Franklin County,14.9,"56,940"
3016,WA,Garfield County,13.9,"51,922"
3017,WA,Grant County,16.1,"48,997"
3018,WA,Grays Harbor County,15.2,"48,210"
3019,WA,Island County,9.4,"64,475"
3020,WA,Jefferson County,12.0,"53,345"
3021,WA,King County,9.3,"85,907"
3022,WA,Kitsap County,10.1,"68,706"
3023,WA,Kittitas County,18.2,"50,410"
3024,WA,Klickitat County,15.5,"50,691"
3025,WA,Lewis County,14.7,"47,127"
3026,WA,Lincoln County,12.5,"53,886"
3027,WA,Mason County,14.9,"52,758"
3028,WA,Okanogan County,19.7,"41,726"
3029,WA,Pacific County,17.0,"43,168"
3030,WA,Pend Oreille County,16.2,"48,706"
3031,WA,Pierce County,12.1,"64,312"
3032,WA,San Juan County,9.9,"59,658"
3033,WA,Skagit County,11.3,"60,442"
3034,WA,Skamania County,13.5,"55,802"
3035,WA,Snohomish County,8.0,"78,582"
3036,WA,Spokane County,13.3,"52,933"
3037,WA,Stevens County,14.3,"51,303"
3038,WA,Thurston County,10.4,"65,684"
3039,WA,Wahkiakum County,12.8,"54,162"
3040,WA,Walla Walla County,14.2,"53,598"
3041,WA,Whatcom County,15.2,"56,636"
3042,WA,Whitman County,25.9,"42,693"
3043,WA,Yakima County,18.2,"48,232"
3044,WV,West Virginia,17.9,"43,175"
3045,WV,Barbour County,22.4,"36,485"
3046,WV,Berkeley County,12.9,"56,966"
3047,WV,Boone County,24.2,"36,313"
3048,WV,Braxton County,21.3,"36,612"
3049,WV,Brooke County,13.4,"46,020"
3050,WV,Cabell County,21.9,"39,462"
3051,WV,Calhoun County,21.8,"33,818"
3052,WV,Clay County,29.0,"33,706"
3053,WV,Doddridge County,19.7,"40,524"
3054,WV,Fayette County,19.7,"38,829"
3055,WV,Gilmer County,27.1,"35,325"
3056,WV,Grant County,15.0,"38,477"
3057,WV,Greenbrier County,16.0,"38,784"
3058,WV,Hampshire County,15.7,"45,172"
3059,WV,Hancock County,13.2,"44,889"
3060,WV,Hardy County,15.2,"40,243"
3061,WV,Harrison County,14.6,"46,548"
3062,WV,Jackson County,15.7,"43,544"
3063,WV,Jefferson County,10.1,"71,315"
3064,WV,Kanawha County,16.8,"44,956"
3065,WV,Lewis County,18.4,"36,826"
3066,WV,Lincoln County,24.2,"32,477"
3067,WV,Logan County,24.4,"35,667"
3068,WV,McDowell County,36.3,"24,460"
3069,WV,Marion County,17.6,"45,712"
3070,WV,Marshall County,17.5,"42,357"
3071,WV,Mason County,17.9,"42,187"
3072,WV,Mercer County,20.2,"36,871"
3073,WV,Mineral County,15.6,"45,437"
3074,WV,Mingo County,28.2,"30,638"
3075,WV,Monongalia County,18.5,"49,725"
3076,WV,Monroe County,17.3,"38,395"
3077,WV,Morgan County,11.9,"59,573"
3078,WV,Nicholas County,21.4,"37,359"
3079,WV,Ohio County,15.8,"43,240"
3080,WV,Pendleton County,16.2,"39,951"
3081,WV,Pleasants County,14.3,"47,276"
3082,WV,Pocahontas County,18.3,"35,906"
3083,WV,Preston County,17.4,"44,438"
3084,WV,Putnam County,10.8,"56,789"
3085,WV,Raleigh County,17.4,"42,282"
3086,WV,Randolph County,18.7,"38,549"
3087,WV,Ritchie County,18.2,"42,154"
3088,WV,Roane County,22.1,"35,135"
3089,WV,Summers County,24.7,"31,458"
3090,WV,Taylor County,16.4,"44,598"
3091,WV,Tucker County,15.8,"42,128"
3092,WV,Tyler County,16.1,"42,429"
3093,WV,Upshur County,20.2,"40,509"
3094,WV,Wayne County,21.5,"40,881"
3095,WV,Webster County,30.0,"30,578"
3096,WV,Wetzel County,19.5,"42,679"
3097,WV,Wirt County,18.1,"37,542"
3098,WV,Wood County,17.2,"46,737"
3099,WV,Wyoming County,23.9,"36,018"
3100,WI,Wisconsin,11.8,"56,808"
3101,WI,Adams County,13.9,"42,390"
3102,WI,Ashland County,14.5,"41,949"
3103,WI,Barron County,11.3,"49,581"
3104,WI,Bayfield County,12.4,"50,666"
3105,WI,Brown County,9.8,"58,449"
3106,WI,Buffalo County,10.5,"52,885"
3107,WI,Burnett County,13.8,"48,087"
3108,WI,Calumet County,5.0,"72,752"
3109,WI,Chippewa County,11.5,"54,659"
3110,WI,Clark County,13.8,"48,675"
3111,WI,Columbia County,8.2,"62,036"
3112,WI,Crawford County,14.2,"46,698"
3113,WI,Dane County,10.9,"70,815"
3114,WI,Dodge County,9.8,"56,949"
3115,WI,Door County,8.3,"56,298"
3116,WI,Douglas County,13.6,"50,340"
3117,WI,Dunn County,12.5,"52,181"
3118,WI,Eau Claire County,13.1,"52,209"
3119,WI,Florence County,12.3,"47,704"
3120,WI,Fond du Lac County,7.7,"58,920"
3121,WI,Forest County,15.9,"42,072"
3122,WI,Grant County,16.7,"47,512"
3123,WI,Green County,8.2,"60,846"
3124,WI,Green Lake County,11.6,"50,386"
3125,WI,Iowa County,8.8,"58,372"
3126,WI,Iron County,14.4,"41,597"
3127,WI,Jackson County,11.1,"51,024"
3128,WI,Jefferson County,9.3,"60,744"
3129,WI,Juneau County,14.4,"47,938"
3130,WI,Kenosha County,13.0,"59,622"
3131,WI,Kewaunee County,7.6,"61,074"
3132,WI,La Crosse County,13.3,"55,151"
3133,WI,Lafayette County,11.7,"56,074"
3134,WI,Langlade County,14.2,"44,522"
3135,WI,Lincoln County,10.0,"54,471"
3136,WI,Manitowoc County,9.2,"53,633"
3137,WI,Marathon County,10.4,"56,223"
3138,WI,Marinette County,12.4,"44,265"
3139,WI,Marquette County,12.0,"50,032"
3140,WI,Menominee County,27.2,"36,562"
3141,WI,Milwaukee County,19.8,"47,666"
3142,WI,Monroe County,12.0,"56,400"
3143,WI,Oconto County,9.1,"58,025"
3144,WI,Oneida County,9.6,"50,938"
3145,WI,Outagamie County,8.0,"61,764"
3146,WI,Ozaukee County,5.4,"85,706"
3147,WI,Pepin County,11.5,"53,262"
3148,WI,Pierce County,8.1,"70,086"
3149,WI,Polk County,9.9,"53,661"
3150,WI,Portage County,11.5,"55,064"
3151,WI,Price County,11.1,"46,414"
3152,WI,Racine County,13.6,"56,246"
3153,WI,Richland County,13.4,"50,306"
3154,WI,Rock County,12.9,"51,573"
3155,WI,Rusk County,13.8,"43,075"
3156,WI,St. Croix County,5.6,"75,619"
3157,WI,Sauk County,10.1,"57,647"
3158,WI,Sawyer County,15.2,"44,180"
3159,WI,Shawano County,11.9,"50,203"
3160,WI,Sheboygan County,7.1,"55,594"
3161,WI,Taylor County,11.8,"50,963"
3162,WI,Trempealeau County,8.2,"53,142"
3163,WI,Vernon County,16.5,"51,002"
3164,WI,Vilas County,12.6,"45,902"
3165,WI,Walworth County,11.2,"58,904"
3166,WI,Washburn County,12.7,"46,989"
3167,WI,Washington County,5.6,"74,631"
3168,WI,Waukesha County,5.2,"82,080"
3169,WI,Waupaca County,10.7,"52,125"
3170,WI,Waushara County,14.3,"47,596"
3171,WI,Winnebago County,11.7,"57,003"
3172,WI,Wood County,9.8,"52,591"
3173,WY,Wyoming,10.9,"61,686"
3174,WY,Albany County,17.3,"47,355"
3175,WY,Big Horn County,11.4,"49,725"
3176,WY,Campbell County,8.4,"79,148"
3177,WY,Carbon County,12.1,"59,103"
3178,WY,Converse County,9.0,"71,517"
3179,WY,Crook County,8.3,"60,953"
3180,WY,Fremont County,16.8,"49,282"
3181,WY,Goshen County,14.6,"47,715"
3182,WY,Hot Springs County,13.6,"46,024"
3183,WY,Johnson County,8.8,"56,323"
3184,WY,Laramie County,10.1,"61,124"
3185,WY,Lincoln County,8.6,"63,907"
3186,WY,Natrona County,10.4,"60,559"
3187,WY,Niobrara County,14.3,"45,332"
3188,WY,Park County,11.1,"60,621"
3189,WY,Platte County,12.0,"54,588"
3190,WY,Sheridan County,9.2,"53,027"
3191,WY,Sublette County,6.7,"72,198"
3192,WY,Sweetwater County,9.8,"74,546"
3193,WY,Teton County,7.3,"84,118"
3194,WY,Uinta County,10.6,"64,713"
3195,WY,Washakie County,13.1,"49,533"
3196,WY,Weston County,10.7,"56,582"
